1, 1, Владана, Јовановић, 1996, FEMALE, 36.806471440466105, 1, 24, 21, RIGHT_BOTTOM, false
27, 28, Добринка, Милосављевић, 1998, FEMALE, 35.86320398873583, 15, 8, 2, TOP, false
28, 29, Александра, Симић, 1994, FEMALE, 36.132697142690965, 16, 10, 19, LEFT_BOTTOM, false
29, 30, Борис, Лазарев, 1966, MALE, 35.709471766219266, 9, 16, 15, LEFT, false
30, 31, Миленко, Лазарев, 1964, MALE, 36.53087789791665, 10, 11, 14, BOTTOM, false
31, 32, Дарја, Ковач, 1977, FEMALE, 36.22958728134792, 17, 13, 5, RIGHT, false
32, 33, Владана, Ковач, 1990, FEMALE, 37.04314450793431, 18, 9, 7, LEFT_TOP, false
33, 34, Каћа, Симић, 1973, FEMALE, 36.75359777943854, 19, 14, 23, RIGHT, false
34, 35, ﻿Никола, Максимовић, 2000, MALE, 36.90636963666951, 11, 2, 12, RIGHT_BOTTOM, false
35, 36, Павле, Аранаутовић, 2017, MALE, 36.411446900968514, 6, 25, 10, RIGHT_BOTTOM, false
36, 37, Владимир, Пузић, 2018, MALE, 35.85089149527247, 7, 9, 14, LEFT, false
37, 38, Бојан, Јовановић, 1997, MALE, 36.398137656747004, 12, 22, 13, LEFT_BOTTOM, false
38, 39, Владимир, Босанчић, 2010, MALE, 36.360475491703845, 8, 8, 21, LEFT, false
39, 40, Каћа, Миличевић, 2005, FEMALE, 35.83444676992461, 9, 17, 17, RIGHT_BOTTOM, false
40, 41, Петар, Обилић, 2009, MALE, 36.077037035255906, 10, 11, 15, RIGHT_BOTTOM, false
41, 42, Ксенија, Жељковић, 2017, FEMALE, 36.79920667396875, 11, 2, 12, RIGHT_BOTTOM, false
42, 43, Живојин, Пузић, 2018, MALE, 36.302433139395625, 12, 22, 14, BOTTOM, false
43, 45, Симона, Косанчић, 2012, FEMALE, 36.152931767508015, 14, 7, 11, RIGHT, false
44, 46, Дарио, Марковић, 2003, MALE, 36.87049752311228, 15, 10, 1, LEFT_BOTTOM, false
45, 47, Неда, Јовановић, 2005, FEMALE, 35.876679724562656, 16, 8, 20, TOP, false
46, 1, Владана, Јовановић, 1996, FEMALE, 36.806471440466105, 1, 25, 22, RIGHT_BOTTOM, false
47, 2, Јелена, Јовић, 1958, FEMALE, 35.95332837588378, 2, 17, 25, RIGHT, false
48, 3, Каћа, Перић, 1958, FEMALE, 36.61924226593284, 3, 13, 18, RIGHT, false
49, 4, Катарина, Пијетловић, 2018, FEMALE, 36.44687992485875, 1, 25, 20, BOTTOM, false
50, 5, Стефана, Живановић, 1963, FEMALE, 36.82114864379636, 4, 0, 17, RIGHT_TOP, false
51, 6, Драгољуб, Миличевић, 1967, MALE, 35.67228618749204, 1, 25, 22, RIGHT_BOTTOM, false
52, 7, Драгољуб, Петровић, 1971, MALE, 36.15620255029654, 2, 20, 22, LEFT_BOTTOM, false
53, 8, Јована, Јовановић, 1994, FEMALE, 36.71050633822746, 5, 11, 10, LEFT_BOTTOM, false
54, 9, Николина, Пијетловић, 2019, FEMALE, 35.81826314511071, 2, 20, 22, LEFT_BOTTOM, false
55, 10, Александар, Лазарев, 1956, MALE, 36.21935304086974, 3, 13, 18, RIGHT, false
56, 11, Сретен, Ковачевић, 2013, MALE, 36.90054335655248, 3, 12, 19, RIGHT_TOP, false
57, 12, Вања, Петров, 1975, FEMALE, 35.97685994400777, 6, 22, 9, TOP, false
58, 13, Горан, Јојић, 1997, MALE, 36.190243628512576, 4, 2, 17, RIGHT, false
59, 14, Ксенија, Максимовић, 1985, FEMALE, 35.97629657829171, 7, 8, 15, RIGHT, false
60, 15, Марија, Филиповић, 2007, FEMALE, 35.83556478910582, 4, 4, 17, RIGHT_BOTTOM, false
61, 16, Бојан, Атанасијевић, 1947, MALE, 36.205871406134186, 5, 11, 10, LEFT_BOTTOM, false
62, 17, Жељко, Живановић, 1931, MALE, 36.048151000239784, 6, 25, 11, RIGHT_BOTTOM, false
63, 18, Васкрсија, Филиповић, 1948, FEMALE, 36.7624176877431, 8, 8, 24, RIGHT, false
64, 19, Андрија, Косанчић, 2019, MALE, 36.61168322689645, 5, 11, 10, LEFT_BOTTOM, false
65, 20, Ђорђе, Ковач, 1924, MALE, 36.55829610794355, 7, 8, 15, LEFT_TOP, false
66, 21, Адријана, Босанчић, 1961, FEMALE, 36.55490950391522, 9, 16, 18, RIGHT, false
67, 22, Нена, Перић, 1940, FEMALE, 36.893249433312874, 10, 12, 14, BOTTOM, false
68, 23, Обренка, Николић, 1926, FEMALE, 36.677825245813544, 11, 3, 9, LEFT_BOTTOM, false
69, 24, Дуња, Ковач, 1950, FEMALE, 36.50384953298325, 12, 23, 14, BOTTOM, false
70, 26, Петар, Лазарев, 2000, MALE, 35.85702137882342, 8, 6, 20, LEFT_TOP, false
71, 27, Рената, Стевановић, 1921, FEMALE, 36.41457436279785, 14, 5, 12, RIGHT_TOP, false
72, 28, Добринка, Милосављевић, 1998, FEMALE, 35.86320398873583, 15, 7, 2, TOP, false
73, 29, Александра, Симић, 1994, FEMALE, 36.132697142690965, 16, 10, 20, RIGHT, false
74, 30, Борис, Лазарев, 1966, MALE, 35.709471766219266, 9, 16, 14, LEFT, false
75, 31, Миленко, Лазарев, 1964, MALE, 36.53087789791665, 10, 12, 14, BOTTOM, false
76, 32, Дарја, Ковач, 1977, FEMALE, 36.22958728134792, 17, 13, 6, RIGHT, false
77, 33, Владана, Ковач, 1990, FEMALE, 37.04314450793431, 18, 8, 6, LEFT_TOP, false
78, 34, Каћа, Симић, 1973, FEMALE, 36.75359777943854, 19, 14, 24, RIGHT, false
79, 35, ﻿Никола, Максимовић, 2000, MALE, 36.90636963666951, 11, 2, 13, RIGHT, false
80, 36, Павле, Аранаутовић, 2017, MALE, 36.411446900968514, 6, 25, 11, RIGHT, false
81, 37, Владимир, Пузић, 2018, MALE, 35.85089149527247, 7, 9, 13, LEFT, false
82, 38, Бојан, Јовановић, 1997, MALE, 36.398137656747004, 12, 22, 14, RIGHT, false
83, 39, Владимир, Босанчић, 2010, MALE, 36.360475491703845, 8, 8, 20, LEFT, false
84, 40, Каћа, Миличевић, 2005, FEMALE, 35.83444676992461, 9, 18, 18, RIGHT_BOTTOM, false
85, 41, Петар, Обилић, 2009, MALE, 36.077037035255906, 10, 12, 16, RIGHT_BOTTOM, false
86, 42, Ксенија, Жељковић, 2017, FEMALE, 36.79920667396875, 11, 2, 13, RIGHT, false
87, 43, Живојин, Пузић, 2018, MALE, 36.302433139395625, 12, 23, 14, BOTTOM, false
88, 45, Симона, Косанчић, 2012, FEMALE, 36.152931767508015, 14, 7, 12, RIGHT, false
89, 46, Дарио, Марковић, 2003, MALE, 36.87049752311228, 15, 11, 0, LEFT_BOTTOM, false
90, 47, Неда, Јовановић, 2005, FEMALE, 35.876679724562656, 16, 7, 20, TOP, false
91, 1, Владана, Јовановић, 1996, FEMALE, 36.806471440466105, 1, 25, 23, RIGHT, false
92, 2, Јелена, Јовић, 1958, FEMALE, 35.95332837588378, 2, 18, 25, BOTTOM, false
93, 3, Каћа, Перић, 1958, FEMALE, 36.61924226593284, 3, 13, 19, RIGHT, false
94, 4, Катарина, Пијетловић, 2018, FEMALE, 36.44687992485875, 1, 25, 21, RIGHT, false
95, 5, Стефана, Живановић, 1963, FEMALE, 36.82114864379636, 4, 0, 18, RIGHT, false
96, 6, Драгољуб, Миличевић, 1967, MALE, 35.67228618749204, 1, 25, 23, RIGHT, false
97, 7, Драгољуб, Петровић, 1971, MALE, 36.15620255029654, 2, 21, 21, LEFT_BOTTOM, false
98, 8, Јована, Јовановић, 1994, FEMALE, 36.71050633822746, 5, 12, 9, LEFT_BOTTOM, false
99, 9, Николина, Пијетловић, 2019, FEMALE, 35.81826314511071, 2, 21, 21, LEFT_BOTTOM, false
100, 10, Александар, Лазарев, 1956, MALE, 36.21935304086974, 3, 13, 19, RIGHT, false
101, 11, Сретен, Ковачевић, 2013, MALE, 36.90054335655248, 3, 11, 20, RIGHT_TOP, false
102, 12, Вања, Петров, 1975, FEMALE, 35.97685994400777, 6, 21, 9, TOP, false
103, 13, Горан, Јојић, 1997, MALE, 36.190243628512576, 4, 2, 18, RIGHT, false
104, 14, Ксенија, Максимовић, 1985, FEMALE, 35.97629657829171, 7, 8, 16, RIGHT, false
105, 15, Марија, Филиповић, 2007, FEMALE, 35.83556478910582, 4, 5, 18, RIGHT_BOTTOM, false
106, 16, Бојан, Атанасијевић, 1947, MALE, 36.205871406134186, 5, 12, 9, LEFT_BOTTOM, false
107, 17, Жељко, Живановић, 1931, MALE, 36.048151000239784, 6, 25, 10, LEFT, false
108, 18, Васкрсија, Филиповић, 1948, FEMALE, 36.7624176877431, 8, 8, 25, RIGHT, false
109, 19, Андрија, Косанчић, 2019, MALE, 36.61168322689645, 5, 12, 9, LEFT_BOTTOM, false
110, 20, Ђорђе, Ковач, 1924, MALE, 36.55829610794355, 7, 8, 16, RIGHT, false
111, 21, Адријана, Босанчић, 1961, FEMALE, 36.55490950391522, 9, 16, 19, RIGHT, false
112, 22, Нена, Перић, 1940, FEMALE, 36.893249433312874, 10, 13, 14, BOTTOM, false
113, 23, Обренка, Николић, 1926, FEMALE, 36.677825245813544, 11, 4, 8, LEFT_BOTTOM, false
114, 24, Дуња, Ковач, 1950, FEMALE, 36.50384953298325, 12, 24, 14, BOTTOM, false
115, 26, Петар, Лазарев, 2000, MALE, 35.85702137882342, 8, 5, 19, LEFT_TOP, false
116, 27, Рената, Стевановић, 1921, FEMALE, 36.41457436279785, 14, 5, 13, RIGHT, false
117, 28, Добринка, Милосављевић, 1998, FEMALE, 35.86320398873583, 15, 6, 2, TOP, false
118, 29, Александра, Симић, 1994, FEMALE, 36.132697142690965, 16, 10, 21, RIGHT, false
119, 30, Борис, Лазарев, 1966, MALE, 35.709471766219266, 9, 16, 13, LEFT, false
120, 31, Миленко, Лазарев, 1964, MALE, 36.53087789791665, 10, 13, 14, BOTTOM, false
121, 32, Дарја, Ковач, 1977, FEMALE, 36.22958728134792, 17, 14, 7, RIGHT_BOTTOM, false
122, 34, Каћа, Симић, 1973, FEMALE, 36.75359777943854, 19, 14, 25, RIGHT, false
123, 35, ﻿Никола, Максимовић, 2000, MALE, 36.90636963666951, 11, 2, 14, RIGHT, false
124, 36, Павле, Аранаутовић, 2017, MALE, 36.411446900968514, 6, 25, 10, LEFT, false
125, 37, Владимир, Пузић, 2018, MALE, 35.85089149527247, 7, 9, 12, LEFT, false
126, 38, Бојан, Јовановић, 1997, MALE, 36.398137656747004, 12, 22, 15, RIGHT, false
127, 39, Владимир, Босанчић, 2010, MALE, 36.360475491703845, 8, 8, 19, LEFT, false
128, 40, Каћа, Миличевић, 2005, FEMALE, 35.83444676992461, 9, 19, 19, RIGHT_BOTTOM, false
129, 41, Петар, Обилић, 2009, MALE, 36.077037035255906, 10, 13, 17, RIGHT_BOTTOM, false
130, 42, Ксенија, Жељковић, 2017, FEMALE, 36.79920667396875, 11, 2, 14, RIGHT, false
131, 43, Живојин, Пузић, 2018, MALE, 36.302433139395625, 12, 24, 14, BOTTOM, false
132, 45, Симона, Косанчић, 2012, FEMALE, 36.152931767508015, 14, 7, 13, RIGHT, false
133, 46, Дарио, Марковић, 2003, MALE, 36.87049752311228, 15, 11, 1, RIGHT, false
134, 47, Неда, Јовановић, 2005, FEMALE, 35.876679724562656, 16, 6, 20, TOP, false
135, 1, Владана, Јовановић, 1996, FEMALE, 36.806471440466105, 1, 25, 24, RIGHT, false
136, 2, Јелена, Јовић, 1958, FEMALE, 35.95332837588378, 2, 19, 25, BOTTOM, false
137, 3, Каћа, Перић, 1958, FEMALE, 36.61924226593284, 3, 13, 20, RIGHT, false
138, 4, Катарина, Пијетловић, 2018, FEMALE, 36.44687992485875, 1, 25, 22, RIGHT, false
139, 5, Стефана, Живановић, 1963, FEMALE, 36.82114864379636, 4, 0, 19, RIGHT, false
140, 6, Драгољуб, Миличевић, 1967, MALE, 35.67228618749204, 1, 25, 24, RIGHT, false
141, 7, Драгољуб, Петровић, 1971, MALE, 36.15620255029654, 2, 22, 20, LEFT_BOTTOM, false
142, 8, Јована, Јовановић, 1994, FEMALE, 36.71050633822746, 5, 12, 10, RIGHT, false
143, 9, Николина, Пијетловић, 2019, FEMALE, 35.81826314511071, 2, 22, 20, LEFT_BOTTOM, false
144, 10, Александар, Лазарев, 1956, MALE, 36.21935304086974, 3, 13, 20, RIGHT, false
145, 11, Сретен, Ковачевић, 2013, MALE, 36.90054335655248, 3, 10, 21, RIGHT_TOP, false
146, 12, Вања, Петров, 1975, FEMALE, 35.97685994400777, 6, 20, 9, TOP, false
147, 13, Горан, Јојић, 1997, MALE, 36.190243628512576, 4, 2, 19, RIGHT, false
148, 14, Ксенија, Максимовић, 1985, FEMALE, 35.97629657829171, 7, 8, 17, RIGHT, false
149, 15, Марија, Филиповић, 2007, FEMALE, 35.83556478910582, 4, 6, 19, RIGHT_BOTTOM, false
150, 16, Бојан, Атанасијевић, 1947, MALE, 36.205871406134186, 5, 12, 10, RIGHT, false
151, 17, Жељко, Живановић, 1931, MALE, 36.048151000239784, 6, 25, 9, LEFT, false
152, 18, Васкрсија, Филиповић, 1948, FEMALE, 36.7624176877431, 8, 9, 25, BOTTOM, false
153, 19, Андрија, Косанчић, 2019, MALE, 36.61168322689645, 5, 13, 8, LEFT_BOTTOM, false
154, 20, Ђорђе, Ковач, 1924, MALE, 36.55829610794355, 7, 9, 17, RIGHT_BOTTOM, false
155, 21, Адријана, Босанчић, 1961, FEMALE, 36.55490950391522, 9, 16, 20, RIGHT, false
156, 22, Нена, Перић, 1940, FEMALE, 36.893249433312874, 10, 13, 15, RIGHT, false
157, 23, Обренка, Николић, 1926, FEMALE, 36.677825245813544, 11, 4, 9, RIGHT, false
158, 24, Дуња, Ковач, 1950, FEMALE, 36.50384953298325, 12, 24, 15, RIGHT, false
159, 26, Петар, Лазарев, 2000, MALE, 35.85702137882342, 8, 5, 20, RIGHT, false
160, 27, Рената, Стевановић, 1921, FEMALE, 36.41457436279785, 14, 6, 13, BOTTOM, false
161, 28, Добринка, Милосављевић, 1998, FEMALE, 35.86320398873583, 15, 5, 2, TOP, false
162, 29, Александра, Симић, 1994, FEMALE, 36.132697142690965, 16, 10, 22, RIGHT, false
163, 30, Борис, Лазарев, 1966, MALE, 35.709471766219266, 9, 16, 12, LEFT, false
164, 31, Миленко, Лазарев, 1964, MALE, 36.53087789791665, 10, 13, 15, RIGHT, false
165, 32, Дарја, Ковач, 1977, FEMALE, 36.22958728134792, 17, 15, 8, RIGHT_BOTTOM, false
166, 34, Каћа, Симић, 1973, FEMALE, 36.75359777943854, 19, 15, 25, BOTTOM, false
167, 35, ﻿Никола, Максимовић, 2000, MALE, 36.90636963666951, 11, 2, 15, RIGHT, false
168, 36, Павле, Аранаутовић, 2017, MALE, 36.411446900968514, 6, 25, 9, LEFT, false
169, 37, Владимир, Пузић, 2018, MALE, 35.85089149527247, 7, 9, 11, LEFT, false
170, 38, Бојан, Јовановић, 1997, MALE, 36.398137656747004, 12, 22, 16, RIGHT, false
171, 39, Владимир, Босанчић, 2010, MALE, 36.360475491703845, 8, 8, 20, RIGHT, false
172, 40, Каћа, Миличевић, 2005, FEMALE, 35.83444676992461, 9, 20, 20, RIGHT_BOTTOM, false
173, 41, Петар, Обилић, 2009, MALE, 36.077037035255906, 10, 14, 18, RIGHT_BOTTOM, false
174, 42, Ксенија, Жељковић, 2017, FEMALE, 36.79920667396875, 11, 2, 15, RIGHT, false
175, 43, Живојин, Пузић, 2018, MALE, 36.302433139395625, 12, 25, 14, BOTTOM, false
176, 45, Симона, Косанчић, 2012, FEMALE, 36.152931767508015, 14, 7, 14, RIGHT, false
177, 46, Дарио, Марковић, 2003, MALE, 36.87049752311228, 15, 11, 2, RIGHT, false
178, 47, Неда, Јовановић, 2005, FEMALE, 35.876679724562656, 16, 5, 20, TOP, false
179, 1, Владана, Јовановић, 1996, FEMALE, 36.806471440466105, 1, 25, 25, RIGHT, false
180, 2, Јелена, Јовић, 1958, FEMALE, 35.95332837588378, 2, 20, 25, BOTTOM, false
181, 3, Каћа, Перић, 1958, FEMALE, 36.61924226593284, 3, 13, 21, RIGHT, false
182, 4, Катарина, Пијетловић, 2018, FEMALE, 36.44687992485875, 1, 25, 23, RIGHT, false
183, 5, Стефана, Живановић, 1963, FEMALE, 36.82114864379636, 4, 0, 20, RIGHT, false
184, 6, Драгољуб, Миличевић, 1967, MALE, 35.67228618749204, 1, 25, 25, RIGHT, false
185, 7, Драгољуб, Петровић, 1971, MALE, 36.15620255029654, 2, 23, 19, LEFT_BOTTOM, false
186, 8, Јована, Јовановић, 1994, FEMALE, 36.71050633822746, 5, 12, 11, RIGHT, false
187, 9, Николина, Пијетловић, 2019, FEMALE, 35.81826314511071, 2, 23, 19, LEFT_BOTTOM, false
188, 10, Александар, Лазарев, 1956, MALE, 36.21935304086974, 3, 13, 21, RIGHT, false
189, 11, Сретен, Ковачевић, 2013, MALE, 36.90054335655248, 3, 9, 22, RIGHT_TOP, false
190, 12, Вања, Петров, 1975, FEMALE, 35.97685994400777, 6, 19, 9, TOP, false
191, 13, Горан, Јојић, 1997, MALE, 36.190243628512576, 4, 2, 20, RIGHT, false
192, 14, Ксенија, Максимовић, 1985, FEMALE, 35.97629657829171, 7, 8, 18, RIGHT, false
193, 15, Марија, Филиповић, 2007, FEMALE, 35.83556478910582, 4, 7, 20, RIGHT_BOTTOM, false
194, 16, Бојан, Атанасијевић, 1947, MALE, 36.205871406134186, 5, 12, 11, RIGHT, false
195, 17, Жељко, Живановић, 1931, MALE, 36.048151000239784, 6, 25, 8, LEFT, false
196, 18, Васкрсија, Филиповић, 1948, FEMALE, 36.7624176877431, 8, 10, 25, BOTTOM, false
197, 19, Андрија, Косанчић, 2019, MALE, 36.61168322689645, 5, 14, 7, LEFT_BOTTOM, false
198, 20, Ђорђе, Ковач, 1924, MALE, 36.55829610794355, 7, 10, 18, RIGHT_BOTTOM, false
199, 21, Адријана, Босанчић, 1961, FEMALE, 36.55490950391522, 9, 16, 21, RIGHT, false
200, 22, Нена, Перић, 1940, FEMALE, 36.893249433312874, 10, 13, 16, RIGHT, false
201, 23, Обренка, Николић, 1926, FEMALE, 36.677825245813544, 11, 4, 10, RIGHT, false
202, 24, Дуња, Ковач, 1950, FEMALE, 36.50384953298325, 12, 24, 16, RIGHT, false
203, 26, Петар, Лазарев, 2000, MALE, 35.85702137882342, 8, 5, 21, RIGHT, false
204, 27, Рената, Стевановић, 1921, FEMALE, 36.41457436279785, 14, 5, 13, TOP, false
205, 28, Добринка, Милосављевић, 1998, FEMALE, 35.86320398873583, 15, 4, 2, TOP, false
206, 29, Александра, Симић, 1994, FEMALE, 36.132697142690965, 16, 10, 21, LEFT, false
207, 30, Борис, Лазарев, 1966, MALE, 35.709471766219266, 9, 16, 11, LEFT, false
208, 31, Миленко, Лазарев, 1964, MALE, 36.53087789791665, 10, 13, 16, RIGHT, false
209, 32, Дарја, Ковач, 1977, FEMALE, 36.22958728134792, 17, 16, 8, BOTTOM, false
210, 34, Каћа, Симић, 1973, FEMALE, 36.75359777943854, 19, 16, 25, BOTTOM, false
211, 35, ﻿Никола, Максимовић, 2000, MALE, 36.90636963666951, 11, 2, 16, RIGHT, false
212, 36, Павле, Аранаутовић, 2017, MALE, 36.411446900968514, 6, 25, 8, LEFT, false
213, 37, Владимир, Пузић, 2018, MALE, 35.85089149527247, 7, 9, 10, LEFT, false
214, 38, Бојан, Јовановић, 1997, MALE, 36.398137656747004, 12, 23, 16, BOTTOM, false
215, 39, Владимир, Босанчић, 2010, MALE, 36.360475491703845, 8, 8, 21, RIGHT, false
216, 40, Каћа, Миличевић, 2005, FEMALE, 35.83444676992461, 9, 21, 21, RIGHT_BOTTOM, false
217, 41, Петар, Обилић, 2009, MALE, 36.077037035255906, 10, 15, 19, RIGHT_BOTTOM, false
218, 42, Ксенија, Жељковић, 2017, FEMALE, 36.79920667396875, 11, 2, 16, RIGHT, false
219, 43, Живојин, Пузић, 2018, MALE, 36.302433139395625, 12, 25, 15, RIGHT, false
220, 45, Симона, Косанчић, 2012, FEMALE, 36.152931767508015, 14, 7, 15, RIGHT, false
221, 46, Дарио, Марковић, 2003, MALE, 36.87049752311228, 15, 11, 3, RIGHT, false
222, 47, Неда, Јовановић, 2005, FEMALE, 35.876679724562656, 16, 4, 20, TOP, false
223, 1, Владана, Јовановић, 1996, FEMALE, 36.806471440466105, 1, 25, 24, LEFT, false
224, 2, Јелена, Јовић, 1958, FEMALE, 35.95332837588378, 2, 21, 25, BOTTOM, false
225, 3, Каћа, Перић, 1958, FEMALE, 36.61924226593284, 3, 13, 22, RIGHT, false
226, 4, Катарина, Пијетловић, 2018, FEMALE, 36.44687992485875, 1, 25, 24, RIGHT, false
227, 5, Стефана, Живановић, 1963, FEMALE, 36.82114864379636, 4, 0, 21, RIGHT, false
228, 6, Драгољуб, Миличевић, 1967, MALE, 35.67228618749204, 1, 25, 24, LEFT, false
229, 7, Драгољуб, Петровић, 1971, MALE, 36.15620255029654, 2, 23, 20, RIGHT, false
230, 8, Јована, Јовановић, 1994, FEMALE, 36.71050633822746, 5, 12, 12, RIGHT, false
231, 9, Николина, Пијетловић, 2019, FEMALE, 35.81826314511071, 2, 23, 20, RIGHT, false
232, 10, Александар, Лазарев, 1956, MALE, 36.21935304086974, 3, 13, 22, RIGHT, false
233, 11, Сретен, Ковачевић, 2013, MALE, 36.90054335655248, 3, 8, 23, RIGHT_TOP, false
234, 12, Вања, Петров, 1975, FEMALE, 35.97685994400777, 6, 19, 10, RIGHT, false
235, 13, Горан, Јојић, 1997, MALE, 36.190243628512576, 4, 2, 21, RIGHT, false
236, 14, Ксенија, Максимовић, 1985, FEMALE, 35.97629657829171, 7, 9, 18, BOTTOM, false
237, 15, Марија, Филиповић, 2007, FEMALE, 35.83556478910582, 4, 8, 21, RIGHT_BOTTOM, false
238, 16, Бојан, Атанасијевић, 1947, MALE, 36.205871406134186, 5, 12, 12, RIGHT, false
239, 17, Жељко, Живановић, 1931, MALE, 36.048151000239784, 6, 25, 7, LEFT, false
240, 18, Васкрсија, Филиповић, 1948, FEMALE, 36.7624176877431, 8, 11, 25, BOTTOM, false
241, 19, Андрија, Косанчић, 2019, MALE, 36.61168322689645, 5, 15, 6, LEFT_BOTTOM, false
242, 20, Ђорђе, Ковач, 1924, MALE, 36.55829610794355, 7, 10, 17, LEFT, false
243, 21, Адријана, Босанчић, 1961, FEMALE, 36.55490950391522, 9, 16, 22, RIGHT, false
244, 22, Нена, Перић, 1940, FEMALE, 36.893249433312874, 10, 13, 17, RIGHT, false
245, 23, Обренка, Николић, 1926, FEMALE, 36.677825245813544, 11, 5, 10, BOTTOM, false
246, 24, Дуња, Ковач, 1950, FEMALE, 36.50384953298325, 12, 24, 17, RIGHT, false
247, 26, Петар, Лазарев, 2000, MALE, 35.85702137882342, 8, 5, 22, RIGHT, false
248, 27, Рената, Стевановић, 1921, FEMALE, 36.41457436279785, 14, 4, 13, TOP, false
249, 28, Добринка, Милосављевић, 1998, FEMALE, 35.86320398873583, 15, 3, 2, TOP, false
250, 29, Александра, Симић, 1994, FEMALE, 36.132697142690965, 16, 10, 22, RIGHT, false
251, 30, Борис, Лазарев, 1966, MALE, 35.709471766219266, 9, 16, 12, RIGHT, false
252, 31, Миленко, Лазарев, 1964, MALE, 36.53087789791665, 10, 13, 17, RIGHT, false
253, 32, Дарја, Ковач, 1977, FEMALE, 36.22958728134792, 17, 16, 9, RIGHT, false
254, 34, Каћа, Симић, 1973, FEMALE, 36.75359777943854, 19, 17, 25, BOTTOM, false
255, 35, ﻿Никола, Максимовић, 2000, MALE, 36.90636963666951, 11, 2, 17, RIGHT, false
256, 36, Павле, Аранаутовић, 2017, MALE, 36.411446900968514, 6, 25, 7, LEFT, false
257, 37, Владимир, Пузић, 2018, MALE, 35.85089149527247, 7, 9, 9, LEFT, false
258, 38, Бојан, Јовановић, 1997, MALE, 36.398137656747004, 12, 24, 16, BOTTOM, false
259, 39, Владимир, Босанчић, 2010, MALE, 36.360475491703845, 8, 8, 22, RIGHT, false
260, 40, Каћа, Миличевић, 2005, FEMALE, 35.83444676992461, 9, 22, 22, RIGHT_BOTTOM, false
261, 41, Петар, Обилић, 2009, MALE, 36.077037035255906, 10, 16, 20, RIGHT_BOTTOM, false
262, 42, Ксенија, Жељковић, 2017, FEMALE, 36.79920667396875, 11, 2, 17, RIGHT, false
263, 43, Живојин, Пузић, 2018, MALE, 36.302433139395625, 12, 25, 16, RIGHT, false
264, 45, Симона, Косанчић, 2012, FEMALE, 36.152931767508015, 14, 7, 16, RIGHT, false
265, 46, Дарио, Марковић, 2003, MALE, 36.87049752311228, 15, 11, 4, RIGHT, false
266, 47, Неда, Јовановић, 2005, FEMALE, 35.876679724562656, 16, 3, 20, TOP, false
267, 1, Владана, Јовановић, 1996, FEMALE, 36.806471440466105, 1, 25, 23, LEFT, false
